/-----------------------------------------------------------
//            Counter-Strike
//-----------------------------------------------------------
// In this file you can modify the sound the textures give
// when the player walks on them
//
// Location: X:\halflife\valve\sound\materials.txt
//
// NOTE: only the first 12 characters of the texture name are used
// NOTE: a maximum of 512 textures may be tagged in this file
//
//  'M' metal
//  'V' ventillation
//  'D' dirt
//  'S' slosh liquid 
//  'T' tile
//  'G' grate
//  'C' concrete
//  'W' wood
//  'P' computer
//  'Y' glass
//  'N' snow
//  'X' grass
//  'I' No Wallshot

C pve_11lbadak10
C pve_11lbadak11
C pve_11lbadak12
C pve_11lbadak13
C pve_11lbadak14
C pve_11lbadak15
M pve_11lbox01
W pve_11lbox02
M pve_11lbox03
Y pve_11lbox04
M pve_11lbox05
M pve_11ldoor01
M pve_11ldoor02
W pve_11ldoor03
M pve_11ldoor04
M pve_11ldoor05
M pve_11ldoor06
M pve_11lfire01
Y pve_11lgige01
M pve_11lgige02
M pve_11lgige03
M pve_11ljapan01
M pve_11ljapan02
M pve_11ljapan03
M pve_11ljapan04
M pve_11ljapan05
M pve_11ljapan06
Y pve_11ltv01
C pve_11lwall01
C pve_11lwall03
C pve_11lwall03_a
C pve_11lwall04
C pve_11lwall04_a
C pve_11lwall04_b
W pve_11lwall05
C pve_11lwall06
C pve_11lwall08
C pve_11lwall09
C pve_11lwall09_a
C pve_11lwall10
C pve_11lwall11
C pve_11lwall12
C pve_11lwall13
C pve_11lwall14
C pve_11lwall15
C pve_11lwall16
C pve_11lwall17
C pve_11lwall18
C pve_11lwall19
C pve_11lwall20
C pve_11lwall21
C pve_11lwall22
C pve_11lwall23
C pve_11lwall25
C pve_11lwall26
M pve_11lwall27
M pve_11lwall28
M pve_11lwall29
M pve_11lwall30
M pve_11lwall31
M pve_11lwall32
Y pve_11lwall33
M pve_11lwall34
C pve_11lwall35
M pve_11lwall36
M pve_11lwall37
M pve_11lwall38
C pve_11lwall39
M pve_11lwall40
C pve_11lwall41
C pve_11lwall42
M pve_11lwall43
C pve_11lwall44
C pve_11lwall45
M pve_11lwall46
M pve_11lwall47
M pve_11lwall48
Y pve_11lwatch01
Y pve_11lwindow01
Y pve_11lwindow02
Y pve_11lwindow03
Y pve_11lwindow04
Y pve_11lwindow05
Y pve_11lwindow06
Y pve_11lwindow07
Y pve_11lwindow08

//-----------------------------------------------------------
// pve_standalone2.wad
//-----------------------------------------------------------

G black
G CLIP
G doorgrid
G grid3        
G grid_64x64_vent 
G grid_blue       
G grid_purple     
G grid_red        
G grid_yell       
G null           
G origin          
G sky              
G {ladder         
G {vent_door       
G br_bd07         
G br_bd08         
G br_bd09          
G br_bd19         
G br_bd20          
G br_bk-block02    
G br_bk-box01     
G br_bk-box02     
G br_bk-wall01     
Y br_bk-win02      
M br_door01        
G br_floor11      
G br_floor12      
G br_flr01        
G br_plaster01    
G br_wall01       
M camo_cont03      
M camo_cont04      
G hidden_wall07   
G {br_fence01     
G {br_oilpump02   
G {camo_wire01     
G +0~fifties_lgt2  
G +a~fifties_lgt2  
M br_bk-box03      
M br_bk-box03_r    
G dust0_block_01   
G dust0_box1       
G dust0_Box_01     
G dust0_mtl02      
W dust0_wood01     
Y hk_prop58        
Y hk_prop59        
G pve_Halone01     
G pve_Halone02a    
G pve_Halone02b    
G pve_Halone03     
G pve_Halone04     
G pve_Halone05     
G pve_Halone06     
G pve_Halone07     
M pve_Halone08     
M pve_Halone09    
Y pve_Halone10    
G pve_Halone11     
G pve_Halone12    
Y pve_Halone13    
Y pve_Halone14    
G pve_Halone15a   
G pve_Halone15b   
M pve_Halone16     
M pve_Halone17    
G pve_Halone19    
G pve_Halone20    
G pve_Halone21    
G pve_Halone22    
G pve_Halone23    
G pve_Halone24    
G pve_Halone25    
G pve_Halone26    
G pve_Halone27    
G pve_Halone28    
G pve_Halone29    
G pve_Halone30    
G pve_Halone31    
Y pve_Halone32    
G pve_Halone33    
G pve_Halone34a    
G pve_Halone34b   
G pve_Halone35    
G pve_Halone36     
G pve_Halone37a   
G pve_Halone37b   
G pve_Halone38    
G pve_Halone41    
G pve_Halone42    
G pve_Halone43    
G pve_Halone44    
M pve_Halone45    
M pve_Halone47    
W pve_Halone48    
M pve_Halone49    
M pve_Halone50     
G pve_Hfood01      
G zs_5wall22      
M {pve_Halone01   
M {pve_Halone02   
M {pve_Halone03    
G {pve_Halone04a  
G {pve_Halone04b   
G {pve_Hshelf01   
M {rollgate01      
G {zm_shopdoor_01 
G {zm_win01       
G {zs_52b_water01 
G abyss_floor05   
G cs_exit01       
G desert_ach63    
G desert_wall02   
G line_Bwall_50   
G line_Bwall_55   
G tusc_floor36     
G tusc_walltile04 
M zs_5door03      
G zs_5door05      
G zs_5door06      
G zs_5floor02b    
G zs_5floor02c    
G zs_5floor02d    
G zs_5floor02e    
G zs_5floor03-a    
G zs_5wall01       
G zs_5wall02      
G zs_5wall03      
G zs_5wall06     
G zs_5wall07     
G zs_5wall08     
G zs_5wall08b     
G zs_5wall10       
G zs_5wall11      
G zs_5wall11b     
G zs_5wall12      
G zs_5wall16      
M {br_bk_sign02   
M {zm_line_obj_02 
Y {zm_win02

//-----------------------------------------------------------
// ze_construction.wad
//-----------------------------------------------------------
S !water_con                
M con_chair_01              
M con_door_01               
M con_floor_01              
M con_monitor_01            
Y con_out_door01            
C con_signs_01              
C con_signs_02              
M con_t01                   
W con_wood_01               
D {con_ivy01                
M {scrunchygate             
M {scrunchygate1           
 
//-----------------------------------------------------------
// zs_memories1.wad
//-----------------------------------------------------------


M {zs_52door01
M {zs_52fence01
W {zs_52fence02
M {zs_52fence03
M {zs_52sadari01
D {zs_52wall24
D {zs_52wall25
C zs_52badack01
C zs_52badack02 
C zs_52badack03
C zs_52badack04
C zs_52badack05
C zs_52badack06 
C zs_52badack07 
C zs_52badack08
C zs_52badack09 
C zs_52badack11
M zs_52door02 
M zs_52icebox01 
M zs_52icebox02 
M zs_52sign01
M zs_52sign02
M zs_52sign03 
M zs_52sign04 
M zs_52sign05 
M zs_52sign06 
C zs_52wall01 
C zs_52wall01_a 
C zs_52wall01_b
C zs_52wall02
C zs_52wall03
C zs_52wall03_a 
C zs_52wall03_b 
C zs_52wall03_c 
C zs_52wall04 
C zs_52wall04_a 
C zs_52wall05 
C zs_52wall05_a
C zs_52wall05_b
C zs_52wall06 
W zs_52wall07 
C zs_52wall08 
C zs_52wall09 
C zs_52wall09_a 
C zs_52wall10 
C zs_52wall11 
C zs_52wall11_a
C zs_52wall11_b 
C zs_52wall12 
C zs_52wall13 
C zs_52wall14 
C zs_52wall15 
C zs_52wall16 
C zs_52wall16_a 
Y zs_52wall17 
C zs_52wall18 
C zs_52wall19
C zs_52wall20
C zs_52wall20_a
C zs_52wall21 
C zs_52wall22 
C zs_52wall23 
C zs_52wall24 
C zs_52wall25
C zs_52wall25_a 
C zs_52wall26 
C zs_52wall27 
C zs_52wall28 
C zs_52wall28_a 
C zs_52wall29 
C zs_52wall30
C zs_52wall31
C zs_52wall32 
C zs_52wall33 
C zs_52wall34 
C zs_52wall35 
M zs_52wall36 
M zs_52wall37
Y zs_52window01

//-----------------------------------------------------------
// zs_memories2.wad
//-----------------------------------------------------------

M   {camo_wire01
M   black            
M   blue1            
M   buyzone          
M   chee1            
M   green_01         
M   grid_blue        
M   grid_green       
M   null             
M   {anni_eeeee_hol  
M   {vent_door       
M   zs_01door_02b    
M   zs_01sig_02      
M   zs_02_bottom03   
M   zs_02_bottom06   
M   zs_02_frame01    
M   zs_02_wall04     
M   zs_03capsul03    
M   zs_floor_03      
M   zs_tramrail      
M   zs_wall_09       
M   {zs_gravrail     
X   {zs_win_01       
M   52_door          
M   52_door02        
M   52_metal         
M   anni_button01    
M   camo_cont03      
M   camo_cont04      
M   dm_subway_wall_  
M   dm_su_wall_03    
M   dust0_mtl02      
M   hk_prop58        
M   hk_prop59        
M   mtl402           
M   mtl403           
M   pv_crwwll        
M   pv_crwwlvar1     
M   pv_tramsupfr     
X   zs_01sig_01      
G   zs_01wall_01a    
G   zs_01wall_01b    
M   zs_01wall_05     
G   zs_52b_wall04    
G   zs_5wall08b      
G   zs_5wall22       
G   zs_5wall23       
M   zs_floor17       
M   zs_memo_01       
G   zs_memo_02       
M   zs_memo_03       
M   zs_memo_05a      
M   zs_memo_05b      
G   zs_memo_06       
G   zs_memo_08a      
G   zs_memo_09a      
G   zs_memo_09b      
M   zs_memo_10       
G   zs_memo_11       
G   zs_memo_12a      
G   zs_memo_12b      
M   zs_memo_14       
M   zs_memo_15       
M   zs_memo_15a      
M   zs_memo_17       
M   zs_memo_door01   
M   zs_memo_door02   
M   zs_me_floor_01   
M   zs_me_floor_02   
M   {bs_wall57       
M   52_bottom02      
M   52_light_y       
M   52_rail          
M   52_stare         
G   52_wall01        
G   52_wall04        
M   52_warning       
G   hell_wall04      
G   hell_wall04_2    
G   hell_wall05      
M   origin           
M   red

//-----------------------------------------------------------
// zs_memories3.wad
//-----------------------------------------------------------

Y $20_scene02           
M 52_bottom02      
Y 52_glass         
Y 52_light_b       
Y 52_light_g       
Y 52_light_r       
Y 52_light_y       
M 52_metal              
M 52_rail          
M 52_stare                
M 52_wall02        
M 52_warning       
M 52_door          
M 52_door02       
G abyss3_wall01    
G anni_door03      
G dust0_block_01   
W dust0_box1       
M dust0_exp03      
M dust0_mtl01      
M dust0_mtl02      
M dust0_mtl_05     
M dust0_mtl_06     
M dust0_mtl_07     
W dust0_wood01     
G evol_wall02      
G evol_wall06      
X hk_prop58        
X hk_prop59        
M mtl402           
M mtl403           
M zs_52b_door01    
G zs_52b_wall01a   
G zs_52b_wall01b   
G zs_52b_wall01c   
G zs_52b_wall03    
G zs_52b_wall04    
G zs_52b_wall06d   
G zs_52b_wall09a   
G zs_52b_wall09b   
M zs_52b_wall10    
M zs_52b_wall11    
X zs_52b_win01a    
X zs_52b_win01b    
G zs_5floor02c     
G zs_5wall08b      
G zs_5wall22       
G zs_5wall23       
M zs_door_08       
M zs_floor_03      
M {line_metal62    
M {po_tension      
M {zs_52b_chain    
M {zs_52b_wall11   
X {zs_5win01       
X {zs_5win02       
M {zs_gravrail

//-----------------------------------------------------------
// pve_standalone3.wad
//-----------------------------------------------------------

M {t_gidung01
M {t_road02
M {t_sadariup01
Y {t_windowup01
C t_badack01
C t_badack02
C t_badack03
C t_badack04
C t_badack05
C t_badack06
M t_door01
M t_door02
M t_door03
M t_door04
M t_gige01
M t_gige02
M t_gige03
M t_gige04
M t_gige05
M t_gige06
M t_road01
M t_wall01
C t_wall02
M t_wall03
C t_wall04
C t_wall04_a
C t_wall05
C t_wall06
C t_wall07
M t_wall08
M t_wall09
M t_wall10
C t_wall11
C t_wall12
M t_wall13
M t_wall14
M t_wall15
C t_wall16
Y t_windowup02

//-----------------------------------------------------------
// for voxel
//-----------------------------------------------------------
M vxl_M
V vxl_V
D vxl_D
S vxl_S
T vxl_T
G vxl_G
C vxl_C
W vxl_W
P vxl_P
Y vxl_Y
N vxl_N
X vxl_X
I vxl_I

//-----------------------------------------------------------
// trainfactory.wad
//-----------------------------------------------------------

M pve11p_ad01      
M pve11p_ad02      
M pve11p_ad03       
M pve11p_ad04      
M pve11p_bottom04  
W pve11p_bottom05  
M pve11p_ceiling   
Y pve11p_door01    
M pve11p_door02    
M pve11p_door03    
Y pve11p_door04    
M pve11p_metal01   
M pve11p_oil03     
W pve11p_rest01    
Y pve11p_shop02    
M pve11p_shutter   
Y pve11p_window01  
Y pve11p_window03  
Y pve11p_window04  
Y pve11p_window05  
Y pve11p_window06  
Y pve11p_window07  
Y pve11_bottom04   
M {pve11p_fence01  
M {pve11p_fence02  
M {pve11p_fence03  
M {pve11p_u00    

//-----------------------------------------------------------
// dm_warehouse.wad
//-----------------------------------------------------------

I {fance
C 3map_step_wall
I 3map_wall_windo
I air_road
I air_road_top
C background_buil
C background_pole
C block
I box
I container
I container_door
I container_inner
I container_s
I cso_ppl
I desk
I door_hand
I door_m
I exit
I fan
C ground
C ground7
I harbor_f
I inner_door
I iron
I iron_bone
I light01
C map
I map01
C new_top_wall
C new_wall
C new_wallout2
C o_paper_box
I office_celling
I office_wall_blo
I office_wall_pol
I out_light
C paper_box
C paper_box_t
I ppl01
I roof
I sa_light01
I shotter
I topblue_03
I tree_cabinet
C Wall_05
C Wall_42
C wall01
I ware_house_ai_0
I windows
I windows1

//-----------------------------------------------------------
// fun_suddendeath.wad
//-----------------------------------------------------------


C s01_wall01
C s01_wall02
C s01_wall03
C s01_wall04
C s01_wall05
C s01_wall06
C s01_wall07
C s01_wall08
C s01_wall09
C s01_wall10
C s01_wall11
C s01_wall12
C s01_wall13
C s01_wall14
C s01_wall15
C s01_wall16
C black            
C CLIP             
C grid3            
C grid4            
C null             
C tomb2_floor50    
C tomb2_wall01     
C tomb2_wall04     
C tomb2_wall05     
C tomb_coffin50    
C tomb_floor52     
C tomb_floor54     
C tomb_ground01    
C tomb_ground03    
C tomb_wall02      
C tomb_wall10      
C tomb_wall11      
C tomb_wall57      
C tomb_wood50      
W !SD_water01      
C SD_rock          
M {SD_chain
M s04_rail         
M {s04_fence       
P +0s03_arrow_b01               
P +0s03_arrow_b02              
P +0s03_arrow_r01              
P +0s03_arrow_r02              
P +1s03_arrow_b01             
P +1s03_arrow_b02             
P +1s03_arrow_r01             
P +1s03_arrow_r02             
P +2s03_arrow_b01              
P +2s03_arrow_b02              
P +2s03_arrow_r01              
P +2s03_arrow_r02              
P +3s03_arrow_b01              
P +3s03_arrow_b02              
P +3s03_arrow_r01              
P +3s03_arrow_r02              
P s03_boxlight01               
P s03_floor01                  
Y s03_light_01                 
Y s03_light_01b                
Y s03_light_01r                
Y s03_start01

//-----------------------------------------------------------
// zs_anothertruth.wad
//-----------------------------------------------------------

G AAATRIGGER       
G black            
G CLIP             
G grid4            
G grid_green       
M {vent_grid       
M z3_metalwall12_  
M z3_metalwall13   
G zs_52b_wall09a   
G zs_52b_wall09b   
M zs_52b_wall10    
G zs_truth1_G01    
G zs_truth1_G03a1  
G zs_truth1_G03a2  
G zs_truth1_G03b1  
G zs_truth1_G03b2  
M zs_truth1_G06    
C zs_truth1_G07    
C zs_truth1_G08    
C zs_truth1_G09    
C zs_truth1_G10    
C zs_truth1_G12a   
C zs_truth1_G12b   
C zs_truth1_G13    
C zs_truth1_G22   
M zs_truth1_M16    
M {line_metal62    
M {z3_frame02      
M {zs_gravrail     
M {zs_truth1_M03   
M {zs_truth1_W01   
G evol_floor04     
G evol_wall01      
G evol_wall02      
M anni_door51      
G anni_floor51     
G anni_floor57     
G anni_ground05    
G anni_hallup02    
G anni_wall01      
G anni_wall03      
M anni_wall51      
G anni_wall55      
M zs_annielevator  
M {anni_badak      
M {anni_fance01    
M {anni_ladder     
G abyss_floor05    
W br_bk-box01      
G br_wall01        
G doorgrid         
G dust0_Box_01     
M dust0_mtl02      
G hk_prop59        
G line_Twall_60    
G null             
G pve_Halone38     
G sky              
G zs_5floor02c     
M {br_bk_sign02    
M {camo_wire01     
M {vent_door    
M truth2_door02           
M truth2_floor02          
M truth2_mt01_1          
M truth2_mt01_2           
M truth2_mt02_1           
M truth2_mt02_2           
C truth2_wall02_1         
C truth2_wall02_2         
C truth2_wall03_1         
C truth2_wall03_2         
C truth2_wall04_1         
C truth2_wall04_2        
C truth2_wall_01    
M boss_bottom02    
M boss_metal02     
M {boss_line       
M {boss_line01     
M {boss_wire01     
M {boss_wire02     


//-----------------------------------------------------------
// dm_bunnyyard.wad
//-----------------------------------------------------------

C CLIP             
C doorgrid         
C grid4            
C null             
C black            
C sky              
C abyss_floor01    
C dust0_Box_01     
M dust0_mtl02      
M dust0_mtl_06     
M dust0_mtl_07     
C dust0_wall_17    
C gdm_junk_G01     
C gdm_junk_G02     
C gdm_junk_G03a    
C gdm_junk_G05     
C gdm_junk_G06     
C gdm_junk_G081    
C gdm_junk_G082    
C gdm_junk_G10     
C gdm_junk_G11     
C gdm_junk_G13     
C gdm_junk_G14     
M gdm_junk_M03     
M gdm_junk_M04     
M gdm_junk_M05     
W gdm_junk_W09     
W gdm_junk_W12     
C po_lightneonsb   
C pve_Halone26     
C suzhou_wall03    
M zs_52b_door01   
C zs_5wall01       
C zs_5wall02       
C zs_truth1_G05a   
C zs_truth1_G09    
C zs_truth1_G11    
M zs_truth1_G14    
M zs_truth1_M15    
M {gdm_junk_M01    
M {gdm_junk_M06    
M {gdm_junk_M07    
M {gdm_junk_M08    
V {zs_5win01      
V {zs_5win02       
M {zs_handrail_01  
M camo_cont04      
C camo_fioor02     
C camo_fioor03     
C camo_fioor07     
C camo_ground02   
C camo_wall01      
C camo_wall05      
C camo_wall11      
C camo_wall12      
C camo_wall13      
C camo_wall16      
C camo_wall17      
C camo_wood01      
C camo_wood02      
C camo_wood03      
C hidden_box1     
C hidden_box2      
C hidden_box3      
C hidden_floor01_  
C hidden_floor03   
C hidden_floor05   
C hidden_line01    
C hidden_wall06    
C hidden_wall06_2  
C hidden_wall07    
C hidden_wall07_1  
C hidden_wall08    
C hidden_wall08_3  
C bazooka_g05      
C br_bd05          
C br_bd07          
C br_bd08          
C br_bd09          
C br_bd10          
C br_bd10_02       
C br_bd11          
C br_bd12          
C br_bd14          
C br_bd19          
C br_bd20          
C br_bd22          
C br_bd23          
C br_bd25          
C br_bd28          
C br_bd30_02       
C br_bd33          
C br_bd37          
C br_bk-wall01     
C br_door01        
C br_floor01       
C br_floor04       
C br_floor11       
C br_floor12       
C br_Roads01       
C br_wall01        
M camo_cont03      
M camo_cont05      
M camo_cont06      
C load01           
C {br_bk-g8        
C {br_fence01     


//-----------------------------------------------------------
// dm_parking.wad
//-----------------------------------------------------------

D pk_floor01         
D pk_floor01_1       
D pk_floor02         
P pk_sing01          
P pk_sing02          
P pk_sing03          
       

//-----------------------------------------------------------
// de_wintershelter.wad
//-----------------------------------------------------------

M ws_bottom02      
M ws_box01         
M ws_box01_1       
M ws_box02         
M ws_box02_2
M ws_door01       
M ws_door02     
Y ws_door03              
M ws_wall06_1      
M ws_wall06_2      
M ws_wall07            
M ws_wall10        
Y ws_window01      
Y {ws_light01      

//-----------------------------------------------------------
// ze_rhyzome.wad
//-----------------------------------------------------------

M {anni_fance
M {anni_fance01
M {anni_mataldoor
M {chain
M {CR_TRACK1B
M {cr_track2 
M {fence_rust
W {for_for02 
X {forgrass1 
X {fortop2
X {K_outline5
W {mine_badack03
M {misc_grate 
W {tomb2_dari01 
M {trace_fance01 
W {ze1_fence04
W {ze1_fence05 
M {ze1_ladder 
M {zs_02_handrail
M {zs_02_wire 
M {zs_annidoor02
M anni_door04 
M anni_door51 
M anni_door52
W cxwoodm
D K_rope1c 
W K_wood11
M mine_baguni03
M mine_hbim01
M mine_wall03
M po_elevllst
C ruin_snake01
C ruin_wall01
C ruin_wall06
C ruin_wall20 
W tomb_door01
W tomb_wall06 
Y tomb_window03
D trace_badak02 
W ze1_fence01 
W ze1_fence02
W ze1_fence02_a
W ze1_fence03
W ze1_fence03_a
D ze1_ground01
D ze1_ground02 
D ze1_ground03 
D ze1_ground04
C ze1_ground05 
C ze1_ground06 
C ze1_ground07 
C ze1_ground08 
W ze1_house01
W ze1_house02
W ze1_house03 
W ze1_house04
M ze1_house05 
W ze1_house06 
W ze1_house06_a 
W ze1_house07 
W ze1_house08 
W ze1_house09
W ze1_house10 
W ze1_house11 
W ze1_house12 
M ze1_house13 
M ze1_house14 
W ze1_house15 
M ze1_matal01 
M ze1_matal02
D ze1_rock01
C ze1_rock02
C ze1_rock03 
C ze1_rock04 
C ze1_rock05
C ze1_rock06 
C ze1_wall01
C ze1_wall02 
C ze1_wall03 
C ze1_wall04 
C ze1_wall05 
C ze1_wall06 
C ze1_wall07 
C ze1_wall08 
C ze1_wall09 
C ze1_wall10 
C ze1_wall11
C ze1_wall12 
S ze1_water01
W ze1_wood02 
W ze1_wood03 
W ze1_wood04 


//-----------------------------------------------------------
// zs_lastride.wad
//-----------------------------------------------------------

C {vent_grid
C {windows
C abyss_floor01
C abyss_floor02
C black
C br_block02
C br_floor01
C CLIP
C desert_floor51
C dg_wall58
C doorgrid
C dust0_block_01
C dust0_Box_01
C gdm_junk_G01
C gdm_junk_G07
C gdm_junk_G10
C green_01
C grid_64x64_vent
C grid_green
C grid_purple
C grid_red
C grid_yell
C grid3
C grid4
C hk_prop59
C line_Door_58
C line_Twall_60
C n3_wall_12a
C n3_wall_12b
C n3_wall_12c
C null
C plstr222
C pve_Halone26
C pve_Halone38
C safezone
C sky
C suzhou_wall03
C trace_cncrt01
C trace_cncrt03
C trace_cncrt04
C trace_rock01
C trace_wall02
C trace_wall04
C zm_line_wall10a
C zm_line_wall11
C zm_line_wall13
C zm_line_wall15
C zs_5wall08
C zs_5wall19
C zs_lastride_00
C zs_lastride_01
C zs_lastride_03
C zs_lastride_06
C zs_lastride_07
C zs_lastride_08
C zs_lastride_09
C zs_lastride_11
C zs_lastride_12
C zs_lastride_13a
C zs_lastride_13b
C zs_lastride_13c
C zs_lastride_14a
C zs_lastride_14a
C zs_lastride_14b
C zs_lastride_15
C zs_lastride_16
C zs_lastride_17a
C zs_lastride_17b
C zs_lastride_26
C zs_lastride_27
C zs_lastride_29
C zs_lastride_30
C zs_truth1_G09
C zs_truth1_M15
C zs_wall_20
C zs_wall_24
M {barbwire-g8
M {camo_wire01
M {gdm_junk_M07
M {line_fence_01
M {po_tension
M {pv_antenna1
M {pv_antenna2
M {vent_grid
M {zm_line_obj_02
M {zm_line_wall_0
M {zm_shopdoor_01
M {zm3_etc51
M {zs_gravrail
M {zs_handrail_01
M {zs_lastride_04
M {zs_lastride_24
M {zs_lastride_44
M {zs5_fence_01
M br_bk-door02
M camo_cont03
M camo_cont04
M dust0_mtl_06
M dust0_mtl_07
M dust0_mtl02
M gdm_junk_G06
M gdm_junk_M03
M hs4_heli14
M hs4_heli18
M hs4_heli19
M hs4_heli20
M hs4_heli24
M hs4_heli25
M hs4_heli27
M hs4_heli28
M hs4_heli29
M hs4_heli30
M hs4_heli31
M hs4_heli32
M hs4_heli34
M hs4_heli35
M hs4_heli36
M hs4_heli37
M hs4_heli38
M hs4_metal01
M hs4_train20
M hs4_train26
M trace_gikftanks
M trace_line50
M trace_mdoor01
M trace_mfloor
M trace_mwall01
M trace_mwall02
M trace_mwall03
M trace_mwall03c
M trace_mwall04
M trace_mwall04b
M tuto_door06
M zm_door_01
M zm_line_wall17
M zs_floor_09
M zs_lastride_18
M zs_lastride_20
M zs_lastride_21
M zs_lastride_22
M zs_lastride_22a
M zs_lastride_23
M zs_lastride_23a
M zs_lastride_25
M zs_lastride_26
M zs_lastride_27
M zs_lastride_28
M zs_objects_01
M zs_objects_02
M zs_objects_04
M zs_objects_05
M zs_objects_06
M zs_objects_07
M zs_objects_09
M zs_objects_10
M zs_objects_11
M zs_truth1_G14
M zs_truth1_M15
V {zm_win01
V {zs_5win01
V {zs_lastride_01
V {zs_lastride_02
V hk_prop58
V hk_prop59
V hs_window01
V hs4_rlight
V hs4_wlight
V tun_exit
V zm_line_obj_01
V zs_en_obj_01
V zs_lastride_33
W br_bk-box01
W dust0_box1
W dust0_wood01
W gdm_junk_W09
Y hk_prop59

//-----------------------------------------------------------
// bzm_farero.wad
//-----------------------------------------------------------

I {bot_door01
I {bot_door02
I {bot_fence01
I {bot_fence02
I {bot_fence03
I {bot_wall21
I bot_door03
I bot_door04 
I bot_sea01 
I bot_wall01 
I bot_wall02 
I bot_wall03 
I bot_wall04 
I bot_wall05 
I bot_wall06 
I bot_wall07
I bot_wall08
I bot_wall09 
I bot_wall10 
I bot_wall11 
I bot_wall12 
I bot_wall13 
I bot_wall14
I bot_wall15 
I bot_wall16
I bot_wall17 
I bot_wall18 
I bot_wall19 
I bot_wall20 
I bot_wall21
I bot_wall22
I bot_wall23 
I bot_wall24 
I bot_wall25 
I bot_wall26 
I bot_wall27 
I bot_wall28 
I bot_wall29 
I bot_wall30 
I bot_wall31 
I bot_wall32 
I bot_wall33 
I bot_wall34 
I bot_wall35 
I bot_wall36
I bot_wall37 
I bot_wall38 
I bot_wall39 
I bot_wall40 
I bot_wall41
I bot_wall42
I bot_window01 
I bot_window02

//-----------------------------------------------------------
// de_mirage.wad
//-----------------------------------------------------------

M {de_fence02
M {de_mladder01
M de_maircon01
C de_mbox01
W de_mbox02
M de_mbox03 
M de_mbox04
M de_mbox05
C de_mcloth01
C de_mcloth02 
W de_mdoor01 
M de_mdoor02 
W de_mdoor03 
W de_mdoor04
C de_mfence01 
C de_mground01 
C de_mground02 
C de_mground03 
C de_mground04 
C de_mground05 
C de_mground06 
C de_mground07
C de_mground08 
C de_mground09 
C de_mground10 
C de_mmording01
M de_msign01 
M de_msign02 
C de_mwall01 
C de_mwall02 
C de_mwall03
C de_mwall04
C de_mwall05 
C de_mwall06 
C de_mwall07 
C de_mwall08 
C de_mwall09 
C de_mwall10
C de_mwall11
C de_mwall12 
C de_mwall13 
W de_mwall14 
C de_mwall15 
C de_mwall16 
C de_mwall17 
C de_mwall18 
C de_mwall19 
C de_mwall20 
C de_mwall21 
C de_mwall22 
C de_mwall23 
C de_mwall24 
C de_mwall25 
C de_mwall26
C de_mwall27 
C de_mwall28 
C de_mwall29 
C de_mwall30 
C de_mwall31 
C de_mwall32 
C de_mwall33 
C de_mwall34 
C de_mwall35 
C de_mwall36 
C de_mwall37 
C de_mwall38 
C de_mwall39 
C de_mwall40 
C de_mwall41 
C de_mwall42 
C de_mwall43 
C de_mwall44 
W de_mwall45 
C de_mwall46 
C de_mwall47 
C de_mwall48 
C de_mwall49 
C de_mwall50 
W de_mwood01 

//-----------------------------------------------------------
// zs_mschoi1.wad
//-----------------------------------------------------------

G AAATRIGGER       
G black            
G CLIP             
G null             
G sky              
G {anni_green_hol  
W kong_door01      
M kong_door02      
M kong_door03      
W kong_door04      
X kong_door08      
G kong_rosd01      
G kong_rosd03      
G kong_rosd04_a    
G kong_rosd06      
G kong_rosd08      
G kong_rosd10      
G kong_rosd12      
G kong_rosd13      
G kong_rosd15      
G kong_rosd16      
G kong_rosd23      
G kong_rosd24      
G kong_rosd26      
G kong_wall04      
G kong_wall07      
G kong_wall09      
G kong_wall10      
G kong_wall15     
G kong_wall17      
G kong_wall18      
G kong_wall19      
G kong_wall21      
G kong_wall22      
G kong_wall22_w    
G kong_wall22_w2   
G kong_wall23      
G kong_wall26D     
G kong_wall27a     
G kong_wall27b     
G kong_wall27b01   

//-----------------------------------------------------------
// zs_mschoi2.wad
//-----------------------------------------------------------

G black            
G CLIP             
G doorgrid         
G green_01         
G null             
G sky              
G kong_rosd01      
G kong_wall04      
G kong_wall26D     
G kong_wall26_D    
G kong_wall27a     
G kong_wall27b     
G kong_wall28      
G abyss_floor05    
G cncrt027         
X cs_exit01        
X hk_prop59        
G zs_5floor02c     
G zs_5wall08       
G zs_5wall11       
G zs_5wall11b      
G zs_5wall22       
G zs_5wall23       
G {br_bk_sign02    
M zs51_sewer       
G zs51_wall02      
G zs51_wall02_1    
G zs51_wall04      
G zs51_wall06      
G zs51_wall07      
G zs51_warning     
G zs_51wall23      
M hs4_heli19       
M zs_memo_05a      
M zs_memo_05b      
M zs_memo_08a      
M zs_memo_08b      
M zs_MS_door01     
M zs_MS_door02     
M zs_MS_mtl01      
M zs_MS_mtl02      
M zs_MS_mtl03      
M zs_MS_wall02     
M zs_MS_wall03     
M zs_MS_wall04     
M zs_MS_wall05     
M zs_MS_wall06b    
M zs_MS_wall08     
M zs_MS_wall10     
M zs_MS_wall11     
M {zs_MS_door04    
G {zs_MS_water01   
G kong_wall27b02   
G kong_wall27b03   
G kong_wall27b2    
G kong_wall28      
G kong_wall29      
G kong_wall31      
G kong_wall33      
G kong_wall34      
